country,date,agricultural_land,land_area,GDP_current_US,life_expectancy_at_birth,population,rural_population
Brunei Darussalam,1965-01-01,4.55407969639469,5270.0,114039500.514481,61.193,107686.0,51016.0
Brunei Darussalam,1966-01-01,4.36432637571157,5270.0,132757527.954984,61.963,112597.0,51267.0
Brunei Darussalam,1967-01-01,4.36432637571157,5270.0,139029537.149708,62.511,117628.0,51403.0
Brunei Darussalam,1968-01-01,4.55407969639469,5270.0,160818235.758462,63.005,122764.0,51416.0
Brunei Darussalam,1969-01-01,4.55407969639469,5270.0,161210236.333132,63.553,128012.0,51323.0
Brunei Darussalam,1970-01-01,4.55407969639469,5270.0,179078929.195183,64.11,133343.0,51104.0
Brunei Darussalam,1971-01-01,3.60531309297913,5270.0,197525739.976803,64.699,138666.0,50735.0
Brunei Darussalam,1972-01-01,3.41555977229602,5270.0,270822794.672458,65.35,143886.0,52179.0
Brunei Darussalam,1973-01-01,3.41555977229602,5270.0,433095587.469864,65.963,149065.0,53829.0
Brunei Darussalam,1974-01-01,3.41555977229602,5270.0,1073591771.22042,66.528,154314.0,55490.0
Brunei Darussalam,1975-01-01,3.41555977229602,5270.0,1168304306.10676,67.107,159653.0,57167.0
Brunei Darussalam,1976-01-01,3.2258064516129,5270.0,1423037359.4965,67.608,165064.0,58854.0
Brunei Darussalam,1977-01-01,2.84629981024668,5270.0,1732721161.47394,68.075,170560.0,60556.0
Brunei Darussalam,1978-01-01,2.84629981024668,5270.0,1941579358.89798,68.487,176176.0,62284.0
Brunei Darussalam,1979-01-01,2.84629981024668,5270.0,2803833729.76268,68.862,181951.0,64050.0
Brunei Darussalam,1980-01-01,2.65654648956357,5270.0,4928805777.2815,69.246,187921.0,65868.0
Brunei Darussalam,1981-01-01,2.65654648956357,5270.0,4366231073.11486,69.54,194099.0,67742.0
Brunei Darussalam,1982-01-01,2.46679316888046,5270.0,4264202522.65907,69.841,200630.0,69721.0
Brunei Darussalam,1983-01-01,2.46679316888046,5270.0,3844632168.59262,70.09,207523.0,71805.0
Brunei Darussalam,1984-01-01,2.27703984819734,5270.0,3782552643.47893,70.358,214682.0,73962.0
Brunei Darussalam,1985-01-01,2.27703984819734,5270.0,3523532486.95521,70.582,222119.0,76193.0
Brunei Darussalam,1986-01-01,2.27703984819734,5270.0,2358574763.85308,70.847,229815.0,78491.0
Brunei Darussalam,1987-01-01,2.27703984819734,5270.0,2754485236.50868,71.019,237712.0,80836.0
Brunei Darussalam,1988-01-01,2.27703984819734,5270.0,2690684124.87422,71.236,245729.0,83196.0
Brunei Darussalam,1989-01-01,2.27703984819734,5270.0,2985531762.88612,71.445,253821.0,85563.0
Brunei Darussalam,1990-01-01,2.08728652751423,5270.0,3520486979.54981,71.656,261928.0,87908.0
Brunei Darussalam,1991-01-01,2.08728652751423,5270.0,3701774188.88021,71.871,269860.0,90174.0
Brunei Darussalam,1992-01-01,2.08728652751423,5270.0,4183633796.47628,72.081,277416.0,91331.0
Brunei Darussalam,1993-01-01,2.08728652751423,5270.0,4105729444.14733,72.312,284713.0,92236.0
Brunei Darussalam,1994-01-01,2.08728652751423,5270.0,4087219772.89949,72.553,291935.0,93051.0
Brunei Darussalam,1995-01-01,1.89753320683112,5270.0,4734103536.46706,72.816,299097.0,93785.0
Brunei Darussalam,1996-01-01,1.89753320683112,5270.0,5115454694.27896,73.1,306196.0,94437.0
Brunei Darussalam,1997-01-01,1.89753320683112,5270.0,5197312555.4576,73.364,313215.0,95011.0
Brunei Darussalam,1998-01-01,1.89753320683112,5270.0,4051143193.1732,73.619,320152.0,95501.0
Brunei Darussalam,1999-01-01,1.89753320683112,5270.0,4600117603.79321,73.863,327045.0,95926.0
Brunei Darussalam,2000-01-01,1.89753320683112,5270.0,6001280943.71691,74.08,333926.0,96291.0
Brunei Darussalam,2001-01-01,2.08728652751423,5270.0,5601020247.27601,74.276,340748.0,96595.0
Brunei Darussalam,2002-01-01,2.08728652751423,5270.0,5843367180.06094,74.426,347463.0,97130.0
Brunei Darussalam,2003-01-01,2.08728652751423,5270.0,6557395815.59539,74.561,354045.0,97642.0
Brunei Darussalam,2004-01-01,2.08728652751423,5270.0,7872201250.91582,74.65,360461.0,98067.0
Brunei Darussalam,2005-01-01,2.08728652751423,5270.0,9531417164.46943,74.731,366717.0,98416.0
Brunei Darussalam,2006-01-01,1.95445920303605,5270.0,11470462364.6891,74.783,372808.0,98686.0
Brunei Darussalam,2007-01-01,2.16318785578748,5270.0,12247680702.8059,74.818,378748.0,98884.0
Brunei Darussalam,2008-01-01,2.16318785578748,5270.0,14393437610.2552,74.84,384568.0,99019.0
Brunei Darussalam,2009-01-01,2.5426944971537,5270.0,10732592999.3918,74.846,390311.0,99108.0
Brunei Darussalam,2010-01-01,2.5426944971537,5270.0,13707275498.0569,74.849,396053.0,99168.0
Brunei Darussalam,2011-01-01,2.5426944971537,5270.0,18525128229.6754,74.858,401506.0,99132.0
Brunei Darussalam,2012-01-01,2.5426944971537,5270.0,19048443089.2531,74.827,406634.0,98991.0
Brunei Darussalam,2013-01-01,2.5426944971537,5270.0,18094326392.7086,74.799,411702.0,98821.0
Brunei Darussalam,2014-01-01,2.5426944971537,5270.0,17097801091.9771,74.779,416656.0,98614.0
Brunei Darussalam,2015-01-01,2.5426944971537,5270.0,12930292949.4216,74.75,421437.0,98351.0
Brunei Darussalam,2016-01-01,2.5426944971537,5270.0,11400467372.4943,74.733,425994.0,98021.0
Brunei Darussalam,2017-01-01,2.5426944971537,5270.0,12128182463.596,74.722,430276.0,97621.0
Brunei Darussalam,2018-01-01,2.5426944971537,5270.0,13567164444.9707,74.712,434274.0,97151.0
Brunei Darussalam,2019-01-01,2.5426944971537,5270.0,13469240162.5496,74.748,438048.0,96625.0
Brunei Darussalam,2020-01-01,2.5426944971537,5270.0,12005795914.7306,74.795,441725.0,96075.0
Brunei Darussalam,2021-01-01,37.19205402991216,6189349.588897609,14006497000.2477,74.642,445373.0,95515.0
Brunei Darussalam,2022-01-01,37.19205402991216,6189349.588897609,16681531645.7347,64.98735853587779,449002.0,94946.0
Cambodia,1960-01-01,37.19205402991216,6189349.588897609,637142865.714286,42.361,5541676.0,4971715.0
Cambodia,1961-01-01,19.9297530024926,176520.0,642857134.285714,42.792,5664654.0,5081591.0
Cambodia,1962-01-01,20.0147292091548,176520.0,660000008.571429,43.316,5788854.0,5190692.0
Cambodia,1963-01-01,20.0657149331521,176520.0,728571437.142857,43.898,5913680.0,5292921.0
Cambodia,1964-01-01,20.3659641966916,176520.0,782857128.571429,44.398,6040847.0,5396772.0
Cambodia,1965-01-01,20.5472467709041,176520.0,868571428.571429,44.789,6170727.0,5502437.0
Cambodia,1966-01-01,20.5472467709041,176520.0,914285714.285714,45.363,6299230.0,5606315.0
Cambodia,1967-01-01,20.5585769317924,176520.0,962857134.285714,45.514,6426445.0,5648974.0
Cambodia,1968-01-01,20.263992748697,176520.0,1065714248.57143,45.793,6553109.0,5682135.0
Cambodia,1969-01-01,19.6974847042828,176520.0,978873232.394366,46.241,6679708.0,5705873.0
Cambodia,1970-01-01,19.3689100385225,176520.0,718401157.737098,39.129,6708525.0,5637174.0
Cambodia,1971-01-01,13.8794470881487,176520.0,969911421.39418,39.507,6696324.0,5442973.0
Cambodia,1972-01-01,13.8794470881487,176520.0,505549441.375077,40.224,6766289.0,5290020.0
Cambodia,1973-01-01,13.8794470881487,176520.0,702899155.982033,40.024,6852360.0,5121248.0
Cambodia,1974-01-01,14.1627011103558,176520.0,588443893.689773,39.803,6913408.0,4904717.0
Cambodia,1993-01-01,25.6684794924088,176520.0,2533727592.04165,56.08,10243550.0,8544452.0
Cambodia,1994-01-01,25.8894176297303,176520.0,2791435272.26653,56.035,10636353.0,8833917.0
Cambodia,1995-01-01,25.8894176297303,176520.0,3441205692.9166,56.308,10919528.0,9029249.0
Cambodia,1996-01-01,25.9460684341718,176520.0,3506695719.57259,56.346,11182612.0,9205191.0
Cambodia,1997-01-01,25.9460684341718,176520.0,3443413388.6909,56.743,11431569.0,9367028.0
Cambodia,1998-01-01,26.2293224563789,176520.0,3120425502.58253,57.028,11669077.0,9527218.0
Cambodia,1999-01-01,26.2859732608203,176520.0,3517242477.2285,57.69,11899006.0,9701260.0
Cambodia,2000-01-01,27.0224337185588,176520.0,3654031716.26881,58.625,12118841.0,9866433.0
Cambodia,2001-01-01,27.7022433718559,176520.0,3984000517.02345,59.966,12338192.0,10030580.0
Cambodia,2002-01-01,28.3254022207115,176520.0,4284028482.53766,61.226,12561779.0,10197652.0
Cambodia,2003-01-01,28.8919102651258,176520.0,4658246918.27092,62.523,12787710.0,10366101.0
Cambodia,2004-01-01,29.6283707228643,176520.0,5337833248.03924,63.552,13016371.0,10536102.0
Cambodia,2005-01-01,30.3421708588262,176520.0,6293046161.83262,64.293,13246583.0,10706683.0
Cambodia,2006-01-01,30.3365057783821,176520.0,7274595706.67154,65.059,13477779.0,10877511.0
Cambodia,2007-01-01,30.3365057783821,176520.0,8639235913.17746,65.731,13714791.0,11052339.0
Cambodia,2008-01-01,30.3365057783821,176520.0,10351914178.2857,66.47,13943888.0,11214930.0
Cambodia,2009-01-01,30.3365057783821,176520.0,10401851766.8465,67.444,14155740.0,11334501.0
Cambodia,2010-01-01,30.9030138227963,176520.0,11242275288.5243,67.712,14363532.0,11448597.0
Cambodia,2011-01-01,30.9030138227963,176520.0,12829541141.0127,68.416,14573885.0,11562483.0
Cambodia,2012-01-01,30.9030138227963,176520.0,14054443213.4639,68.915,14786640.0,11675975.0
Cambodia,2013-01-01,30.9030138227963,176520.0,15227991395.2201,69.304,14999683.0,11787501.0
Cambodia,2014-01-01,30.9030138227963,176520.0,16702610842.4025,69.736,15210817.0,11895011.0
Cambodia,2015-01-01,31.6224790392024,176520.0,18049954289.4229,69.873,15417523.0,11996683.0
Cambodia,2016-01-01,31.7471108089735,176520.0,20016747858.3122,70.224,15624584.0,12096240.0
Cambodia,2017-01-01,32.0190346702923,176520.0,22177200588.6749,70.515,15830689.0,12192797.0
Cambodia,2018-01-01,32.2399728076139,176520.0,24571753581.7841,70.561,16025238.0,12277255.0
Cambodia,2019-01-01,32.56288239293,176520.0,27089390032.8915,70.692,16207746.0,12349492.0
Cambodia,2020-01-01,32.7951506911398,176520.0,25872797892.0285,70.416,16396860.0,12423573.0
Cambodia,2021-01-01,37.19205402991216,6189349.588897609,26961061152.2979,69.584,16589023.0,12496843.0
Cambodia,2022-01-01,37.19205402991216,6189349.588897609,29956769529.428,64.98735853587779,16767842.0,12556766.0
Indonesia,1967-01-01,21.2246835617724,1811570.0,5667756644.9716,51.066,106260749.0,88947685.0
Indonesia,1968-01-01,21.2246835617724,1811570.0,7076465295.27356,51.63,109138723.0,91077356.0
Indonesia,1969-01-01,21.1970831930315,1811570.0,8337423312.88344,52.354,112149246.0,93298079.0
Indonesia,1970-01-01,21.1970831930315,1811570.0,9150684931.50685,52.992,115228394.0,95557755.0
Indonesia,1971-01-01,21.1694828242905,1811570.0,9333536359.74431,53.576,118347135.0,97828109.0
Indonesia,1972-01-01,21.1694828242905,1811570.0,10997590361.4458,54.242,121504145.0,99901923.0
Indonesia,1973-01-01,21.1418824555496,1811570.0,16273253012.0482,54.85,124709058.0,101912242.0
Indonesia,1974-01-01,21.1418824555496,1811570.0,25802409638.5542,55.429,127945196.0,103900455.0
Indonesia,1975-01-01,21.1175941310576,1811570.0,30463855421.7602,55.968,131213215.0,105866758.0
Indonesia,1976-01-01,21.0016725823457,1811570.0,37269156626.5958,56.514,134521025.0,107814566.0
Indonesia,1977-01-01,21.0016725823457,1811570.0,45808915662.761,57.081,137861540.0,109740543.0
Indonesia,1978-01-01,21.0016725823457,1811570.0,51455719100.27,57.565,141250964.0,111650412.0
Indonesia,1979-01-01,20.976280243104,1811570.0,51400186379.1873,58.153,144693087.0,113549347.0
Indonesia,1980-01-01,20.976280243104,1811570.0,72482337370.8551,58.754,148177096.0,115424031.0
Indonesia,1981-01-01,20.9486798743631,1811570.0,85518233450.1818,59.138,151686337.0,117079099.0
Indonesia,1982-01-01,20.9486798743631,1811570.0,90158449307.26,59.757,155228658.0,118585381.0
Indonesia,1983-01-01,20.9210795056222,1811570.0,81052283404.2179,60.273,158790611.0,120021883.0
Indonesia,1984-01-01,20.4529772517761,1811570.0,84853699994.5677,60.728,162331962.0,121352882.0
Indonesia,1985-01-01,21.9031006254244,1811570.0,85289488375.4688,61.307,165791694.0,122538299.0
Indonesia,1986-01-01,22.7934885210066,1811570.0,79954072569.4637,61.722,169135273.0,123548243.0
Indonesia,1987-01-01,24.0040406939837,1811570.0,75929617576.2282,61.973,172421390.0,124427896.0
Indonesia,1988-01-01,24.3639495023654,1811570.0,84300174475.7955,62.211,175694647.0,125207033.0
Indonesia,1989-01-01,24.5284477000613,1811570.0,94451427898.007,62.696,178949174.0,125888954.0
Indonesia,1990-01-01,24.8861484789437,1811570.0,106140727356.675,63.181,182159874.0,126448098.0
Indonesia,1991-01-01,22.9215542319645,1811570.0,116621996217.133,63.537,185361228.0,126762983.0
Indonesia,1992-01-01,22.8260569561209,1811570.0,128026966579.964,64.126,188558416.0,126894157.0
Indonesia,1993-01-01,23.1931418603753,1811570.0,158006700301.533,64.598,191737287.0,126914745.0
Indonesia,1994-01-01,23.1683015285084,1811570.0,176892143931.505,64.856,194928533.0,126834149.0
Indonesia,1995-01-01,23.7241729549507,1811570.0,202132028723.115,65.237,198140162.0,126659117.0
Indonesia,1996-01-01,23.7186528812025,1811570.0,227369679374.973,65.355,201373791.0,126392260.0
Indonesia,1997-01-01,24.027225003726,1811570.0,215748998609.635,65.733,204628007.0,126038575.0
Indonesia,1998-01-01,24.2204275849125,1811570.0,95445547872.715,65.962,207855486.0,125559263.0
Indonesia,1999-01-01,25.3244423345496,1811570.0,140001351215.462,66.221,210996910.0,124927050.0
Indonesia,2000-01-01,25.1273089646496,1877519.0,165021012077.81,66.433,214072421.0,124157723.0
Indonesia,2001-01-01,25.4058680631195,1877519.0,160446947784.909,66.758,217112437.0,124225223.0
Indonesia,2002-01-01,25.6620572148671,1877519.0,195660611165.183,67.134,220115092.0,124215349.0
Indonesia,2003-01-01,27.1667024408275,1877519.0,234772463823.808,67.413,223080121.0,124130703.0
Indonesia,2004-01-01,28.4236803995059,1877519.0,256836875295.452,65.75,225938595.0,123929579.0
Indonesia,2005-01-01,27.6141013752724,1877519.0,285868619205.904,67.649,228805144.0,123687485.0
Indonesia,2006-01-01,27.4298156237034,1877519.0,364570515631.625,67.914,231797427.0,123459946.0
Indonesia,2007-01-01,28.228742292355,1877519.0,432216737774.861,68.189,234858289.0,123218401.0
Indonesia,2008-01-01,28.761360071456,1877519.0,510228634992.258,68.226,237936543.0,122929915.0
Indonesia,2009-01-01,29.6135485180177,1877519.0,539580085612.401,68.494,240981299.0,122577548.0
Indonesia,2010-01-01,29.6135485180177,1877519.0,755094157594.248,68.679,244016173.0,122217940.0
Indonesia,2011-01-01,30.0929045192086,1877519.0,892969104529.233,68.823,247099697.0,122079605.0
Indonesia,2012-01-01,30.0929045192086,1877519.0,917869913365.243,68.973,250222695.0,121918506.0
Indonesia,2013-01-01,30.3592134087591,1877519.0,912524136718.018,69.264,253275918.0,121686415.0
Indonesia,2014-01-01,30.3592134087591,1877519.0,890814755511.291,69.533,256229761.0,121363226.0
Indonesia,2015-01-01,30.5189987424894,1877519.0,860854232717.853,69.699,259091970.0,120962268.0
Indonesia,2016-01-01,32.0635903018824,1877519.0,931877364033.902,69.798,261850182.0,120479887.0
Indonesia,2017-01-01,33.1820876379946,1877519.0,1015618744168.15,69.936,264498852.0,119926424.0
Indonesia,2018-01-01,33.1820876379946,1877519.0,1042271532953.36,70.338,267066843.0,119312112.0
Indonesia,2019-01-01,33.1820876379946,1877519.0,1119099871386.16,70.518,269582878.0,118656904.0
Indonesia,2020-01-01,33.1820876379946,1877519.0,1059054842711.72,68.808,271857970.0,117874897.0
Indonesia,2021-01-01,37.19205402991216,6189349.588897609,1186505455720.81,67.57,273753191.0,116919988.0
Indonesia,2022-01-01,37.19205402991216,6189349.588897609,1319100220389.02,64.98735853587779,275501339.0,115892393.0
Lao PDR,1984-01-01,7.06239168110919,230800.0,1757142852.65122,50.535,3639956.0,3148416.0
Lao PDR,1985-01-01,7.0840554592721,230800.0,2366666615.55556,51.108,3741604.0,3225113.0
Lao PDR,1986-01-01,7.09705372616984,230800.0,1776842088.51577,51.699,3848390.0,3305074.0
Lao PDR,1987-01-01,7.10571923743501,230800.0,1087273103.69639,52.152,3959697.0,3387956.0
Lao PDR,1988-01-01,7.14904679376083,230800.0,598961269.297879,52.731,4074961.0,3473252.0
Lao PDR,1989-01-01,7.157712305026,230800.0,714046821.093797,53.252,4193532.0,3560393.0
Lao PDR,1990-01-01,7.19237435008666,230800.0,865559879.284802,53.713,4314443.0,3648422.0
Lao PDR,1991-01-01,7.20103986135182,230800.0,1028087972.31085,54.46,4437225.0,3736942.0
Lao PDR,1992-01-01,7.20970537261698,230800.0,1127806944.61513,54.952,4561106.0,3825263.0
Lao PDR,1993-01-01,7.21403812824957,230800.0,1327748690.12661,55.435,4685296.0,3912691.0
Lao PDR,1994-01-01,7.32235701906413,230800.0,1543606345.11684,55.749,4807950.0,3997618.0
Lao PDR,1995-01-01,7.36568457538995,230800.0,1763536304.53964,56.385,4927432.0,4071143.0
Lao PDR,1996-01-01,7.36568457538995,230800.0,1873671550.34636,56.891,5043914.0,4124207.0
Lao PDR,1997-01-01,7.60831889081456,230800.0,1747011857.33107,57.292,5150538.0,4165755.0
Lao PDR,1998-01-01,7.6473136915078,230800.0,1280177838.71905,57.665,5246922.0,4195491.0
Lao PDR,1999-01-01,7.68197573656846,230800.0,1454430642.49183,57.873,5340056.0,4219125.0
Lao PDR,2000-01-01,7.82495667244367,230800.0,1731198022.45494,58.378,5430853.0,4237314.0
Lao PDR,2001-01-01,7.97660311958406,230800.0,1768619058.34647,59.07,5519707.0,4250561.0
Lao PDR,2002-01-01,8.12824956672444,230800.0,1758176653.07746,59.534,5606101.0,4258170.0
Lao PDR,2003-01-01,8.27989601386482,230800.0,2023324407.30316,60.031,5689065.0,4259631.0
Lao PDR,2004-01-01,8.4315424610052,230800.0,2366398119.8821,60.293,5768167.0,4254485.0
Lao PDR,2005-01-01,8.60051993067591,230800.0,2735558734.81409,60.98,5852970.0,4261782.0
Lao PDR,2006-01-01,8.7738301559792,230800.0,3455031447.60194,61.493,5946593.0,4296532.0
Lao PDR,2007-01-01,8.93847487001733,230800.0,4223152219.2439,62.084,6041348.0,4330680.0
Lao PDR,2008-01-01,9.11611785095321,230800.0,5446434031.69042,62.603,6135861.0,4363027.0
Lao PDR,2009-01-01,9.39341421143848,230800.0,5836138127.06562,63.273,6229930.0,4393658.0
Lao PDR,2010-01-01,9.61871750433276,230800.0,7131773632.71369,63.973,6323418.0,4422346.0
Lao PDR,2011-01-01,9.86351819757366,230800.0,8750107401.57872,64.736,6416327.0,4449081.0
Lao PDR,2012-01-01,9.99675043327556,230800.0,10192848926.2582,65.355,6508803.0,4473891.0
Lao PDR,2013-01-01,10.1169844020797,230800.0,11983252626.8313,65.718,6600742.0,4496954.0
Lao PDR,2014-01-01,10.1083188908146,230800.0,13279248478.8161,66.361,6691454.0,4517601.0
Lao PDR,2015-01-01,10.1083188908146,230800.0,14426381187.0894,66.67,6787419.0,4540240.0
Lao PDR,2016-01-01,10.1083188908146,230800.0,15912495368.8717,67.167,6891363.0,4566493.0
Lao PDR,2017-01-01,9.77859618717504,230800.0,17071162084.4067,67.434,6997917.0,4592873.0
Lao PDR,2018-01-01,9.44887348353553,230800.0,18141651381.3884,67.634,7105006.0,4617970.0
Lao PDR,2019-01-01,9.11915077989601,230800.0,18740559554.1632,68.138,7212053.0,4641317.0
Lao PDR,2020-01-01,8.79116117850953,230800.0,18981800705.0794,68.497,7319399.0,4663189.0
Lao PDR,2021-01-01,37.19205402991216,6189349.588897609,18827148530.0151,68.061,7425057.0,4682315.0
Lao PDR,2022-01-01,37.19205402991216,6189349.588897609,15724383783.2385,64.98735853587779,7529475.0,4698995.0
Malaysia,1960-01-01,37.19205402991216,6189349.588897609,1916229475.84631,56.502,7833782.0,5750153.0
Malaysia,1961-01-01,9.38895145335565,328550.0,1901856121.44173,57.434,8074805.0,5875147.0
Malaysia,1962-01-01,9.59047329173642,328550.0,2001489600.83708,58.404,8324218.0,6002177.0
Malaysia,1963-01-01,9.97068939278649,328550.0,2510110346.4717,59.26,8579350.0,6129259.0
Malaysia,1964-01-01,10.1598539035154,328550.0,2674423920.68764,60.063,8835925.0,6253007.0
Malaysia,1965-01-01,10.6447724851621,328550.0,2956337667.30465,60.95,9091016.0,6371620.0
Malaysia,1966-01-01,10.677613757419,328550.0,3143517941.70968,61.375,9340240.0,6481753.0
Malaysia,1967-01-01,10.8710394156141,328550.0,3188924674.94232,61.797,9582086.0,6582510.0
Malaysia,1968-01-01,11.2625171206818,328550.0,3330371548.96916,62.194,9821308.0,6677213.0
Malaysia,1969-01-01,11.4318672956932,328550.0,3664552038.87553,62.644,10061684.0,6768595.0
Malaysia,1970-01-01,11.8247146553036,328550.0,3864145664.81179,63.111,10306508.0,6858569.0
Malaysia,1971-01-01,12.0492466900015,328550.0,4244395358.10166,63.584,10552557.0,6936090.0
Malaysia,1972-01-01,12.4182924973368,328550.0,5043347485.91194,64.083,10801619.0,7009819.0
Malaysia,1973-01-01,12.6644042002739,328550.0,7662903760.34323,64.62,11062664.0,7086300.0
Malaysia,1974-01-01,12.8487901384873,328550.0,9496205619.75383,65.209,11335187.0,7164518.0
Malaysia,1975-01-01,13.2525947344392,328550.0,9298800799.46702,65.712,11617947.0,7243558.0
Malaysia,1976-01-01,13.5127682240146,328550.0,11050234602.248,66.277,11910081.0,7322437.0
Malaysia,1977-01-01,13.9118551209862,328550.0,13139486857.958,66.811,12218924.0,7405768.0
Malaysia,1978-01-01,14.3965910820271,328550.0,16358082222.8997,67.285,12543892.0,7492341.0
Malaysia,1979-01-01,14.7286866534774,328550.0,21213268200.3906,67.762,12875011.0,7575914.0
Malaysia,1980-01-01,14.9657586364328,328550.0,24488220937.7845,68.245,13215707.0,7659295.0
Malaysia,1981-01-01,15.3547100897885,328550.0,25004285800.8297,68.852,13564594.0,7757998.0
Malaysia,1982-01-01,15.5464617257647,328550.0,26804497470.7328,69.24,13921029.0,7855080.0
Malaysia,1983-01-01,15.8436767615279,328550.0,30347442121.8264,69.567,14292862.0,7954692.0
Malaysia,1984-01-01,15.876183229341,328550.0,33942902256.9454,69.937,14686454.0,8060073.0
Malaysia,1985-01-01,16.4837924212449,328550.0,31199637541.3219,70.318,15108135.0,8174559.0
Malaysia,1986-01-01,17.4095267082636,328550.0,27734114980.9699,70.458,15558740.0,8297320.0
Malaysia,1987-01-01,18.4854664434637,328550.0,32181205900.5823,70.666,16033103.0,8425396.0
Malaysia,1988-01-01,19.430223710242,328550.0,35272104730.5683,70.896,16524616.0,8554463.0
Malaysia,1989-01-01,20.4586820879623,328550.0,38847970073.3093,71.117,17020143.0,8678231.0
Malaysia,1990-01-01,20.5649064069396,328550.0,44024585239.6137,71.307,17517054.0,8794612.0
Malaysia,1991-01-01,20.6802617562015,328550.0,49143148094.2683,71.442,18017464.0,8904951.0
Malaysia,1992-01-01,20.7167858773398,328550.0,59167550162.956,71.526,18526708.0,8927280.0
Malaysia,1993-01-01,20.9751940343935,328550.0,66894966968.9736,71.826,19050077.0,8932772.0
Malaysia,1994-01-01,21.2780398721656,328550.0,74478356957.7808,72.163,19588703.0,8932057.0
Malaysia,1995-01-01,21.2022523208035,328550.0,88705342902.7113,72.384,20136888.0,8923058.0
Malaysia,1996-01-01,21.187338304672,328550.0,100855393910.486,72.327,20689051.0,8902706.0
Malaysia,1997-01-01,21.1800334804444,328550.0,100005323301.867,72.284,21249178.0,8874294.0
Malaysia,1998-01-01,21.137422005783,328550.0,72167498980.8398,72.168,21810542.0,8834142.0
Malaysia,1999-01-01,21.1447268300107,328550.0,79148421052.6316,72.283,22368655.0,8781487.0
Malaysia,2000-01-01,21.1191599452138,328550.0,93789736842.1053,72.775,22945150.0,8724434.0
Malaysia,2001-01-01,21.1444224623345,328550.0,92783947368.4211,73.344,23542517.0,8729094.0
Malaysia,2002-01-01,21.4198752092528,328550.0,100845526315.789,73.563,24142445.0,8726045.0
Malaysia,2003-01-01,21.6595343174555,328550.0,110202368421.053,73.796,24739411.0,8713221.0
Malaysia,2004-01-01,21.7065895601887,328550.0,124749473684.211,73.898,25333247.0,8690824.0
Malaysia,2005-01-01,21.7148379242124,328550.0,143534418452.154,74.096,25923536.0,8660016.0
Malaysia,2006-01-01,21.5346218231624,328550.0,162692260155.07,74.164,26509413.0,8620066.0
Malaysia,2007-01-01,21.6320194795313,328550.0,193549547954.753,74.211,27092604.0,8572100.0
Malaysia,2008-01-01,21.7635063156293,328550.0,230811591306.52,74.25,27664296.0,8513687.0
Malaysia,2009-01-01,21.9753462182316,328550.0,202257458160.849,74.227,28217204.0,8443998.0
